coo: 43.3224219_-1.9838889,E 00:00:00,A 00:00:00,E 00:05:00,A 00:05:00,E 00:10:00,A 00:10:00,E 00:15:00,A 00:15:00,E 00:20:00,A 00:20:00,E 00:25:00,A 00:25:00,E 00:30:00,A 00:30:00,E 00:35:00,A 00:35:00,E 00:40:00,A 00:40:00,E 00:45:00,A 00:45:00,E 00:50:00,A 00:50:00,E 00:55:00,A 00:55:00,E 01:00:00,A 01:00:00,E 01:05:00,A 01:05:00,E 01:10:00,A 01:10:00,E 01:15:00,A 01:15:00,E 01:20:00,A 01:20:00,E 01:25:00,A 01:25:00,E 01:30:00,A 01:30:00,E 01:35:00,A 01:35:00,E 01:40:00,A 01:40:00,E 01:45:00,A 01:45:00,E 01:50:00,A 01:50:00,E 01:55:00,A 01:55:00,E 02:00:00,A 02:00:00,E 02:05:00,A 02:05:00,E 02:10:00,A 02:10:00,E 02:15:00,A 02:15:00,E 02:20:00,A 02:20:00,E 02:25:00,A 02:25:00,E 02:30:00,A 02:30:00,E 02:35:00,A 02:35:00,E 02:40:00,A 02:40:00,E 02:45:00,A 02:45:00,E 02:50:00,A 02:50:00,E 02:55:00,A 02:55:00,E 03:00:00,A 03:00:00,E 03:05:00,A 03:05:00,E 03:10:00,A 03:10:00,E 03:15:00,A 03:15:00,E 03:20:00,A 03:20:00,E 03:25:00,A 03:25:00,E 03:30:00,A 03:30:00,E 03:35:00,A 03:35:00,E 03:40:00,A 03:40:00,E 03:45:00,A 03:45:00,E 03:50:00,A 03:50:00,E 03:55:00,A 03:55:00,E 04:00:00,A 04:00:00,E 04:05:00,A 04:05:00,E 04:10:00,A 04:10:00,E 04:15:00,A 04:15:00,E 04:20:00,A 04:20:00,E 04:25:00,A 04:25:00,E 04:30:00,A 04:30:00,E 04:35:00,A 04:35:00,E 04:40:00,A 04:40:00,E 04:45:00,A 04:45:00,E 04:50:00,A 04:50:00,E 04:55:00,A 04:55:00,E 05:00:00,A 05:00:00,E 05:05:00,A 05:05:00,E 05:10:00,A 05:10:00,E 05:15:00,A 05:15:00,E 05:20:00,A 05:20:00,E 05:25:00,A 05:25:00,E 05:30:00,A 05:30:00,E 05:35:00,A 05:35:00,E 05:40:00,A 05:40:00,E 05:45:00,A 05:45:00,E 05:50:00,A 05:50:00,E 05:55:00,A 05:55:00,E 06:00:00,A 06:00:00,E 06:05:00,A 06:05:00,E 06:10:00,A 06:10:00,E 06:15:00,A 06:15:00,E 06:20:00,A 06:20:00,E 06:25:00,A 06:25:00,E 06:30:00,A 06:30:00,E 06:35:00,A 06:35:00,E 06:40:00,A 06:40:00,E 06:45:00,A 06:45:00,E 06:50:00,A 06:50:00,E 06:55:00,A 06:55:00,E 07:00:00,A 07:00:00,E 07:05:00,A 07:05:00,E 07:10:00,A 07:10:00,E 07:15:00,A 07:15:00,E 07:20:00,A 07:20:00,E 07:25:00,A 07:25:00,E 07:30:00,A 07:30:00,E 07:35:00,A 07:35:00,E 07:40:00,A 07:40:00,E 07:45:00,A 07:45:00,E 07:50:00,A 07:50:00,E 07:55:00,A 07:55:00,E 08:00:00,A 08:00:00,E 08:05:00,A 08:05:00,E 08:10:00,A 08:10:00,E 08:15:00,A 08:15:00,E 08:20:00,A 08:20:00,E 08:25:00,A 08:25:00,E 08:30:00,A 08:30:00,E 08:35:00,A 08:35:00,E 08:40:00,A 08:40:00,E 08:45:00,A 08:45:00,E 08:50:00,A 08:50:00,E 08:55:00,A 08:55:00,E 09:00:00,A 09:00:00,E 09:05:00,A 09:05:00,E 09:10:00,A 09:10:00,E 09:15:00,A 09:15:00,E 09:20:00,A 09:20:00,E 09:25:00,A 09:25:00,E 09:30:00,A 09:30:00,E 09:35:00,A 09:35:00,E 09:40:00,A 09:40:00,E 09:45:00,A 09:45:00,E 09:50:00,A 09:50:00,E 09:55:00,A 09:55:00,E 10:00:00,A 10:00:00,E 10:05:00,A 10:05:00,E 10:10:00,A 10:10:00,E 10:15:00,A 10:15:00,E 10:20:00,A 10:20:00,E 10:25:00,A 10:25:00,E 10:30:00,A 10:30:00,E 10:35:00,A 10:35:00,E 10:40:00,A 10:40:00,E 10:45:00,A 10:45:00,E 10:50:00,A 10:50:00,E 10:55:00,A 10:55:00,E 11:00:00,A 11:00:00,E 11:05:00,A 11:05:00,E 11:10:00,A 11:10:00,E 11:15:00,A 11:15:00,E 11:20:00,A 11:20:00,E 11:25:00,A 11:25:00,E 11:30:00,A 11:30:00,E 11:35:00,A 11:35:00,E 11:40:00,A 11:40:00,E 11:45:00,A 11:45:00,E 11:50:00,A 11:50:00,E 11:55:00,A 11:55:00,E 12:00:00,A 12:00:00,E 12:05:00,A 12:05:00,E 12:10:00,A 12:10:00,E 12:15:00,A 12:15:00,E 12:20:00,A 12:20:00,E 12:25:00,A 12:25:00,E 12:30:00,A 12:30:00,E 12:35:00,A 12:35:00,E 12:40:00,A 12:40:00,E 12:45:00,A 12:45:00,E 12:50:00,A 12:50:00,E 12:55:00,A 12:55:00,E 13:00:00,A 13:00:00,E 13:05:00,A 13:05:00,E 13:10:00,A 13:10:00,E 13:15:00,A 13:15:00,E 13:20:00,A 13:20:00,E 13:25:00,A 13:25:00,E 13:30:00,A 13:30:00,E 13:35:00,A 13:35:00,E 13:40:00,A 13:40:00,E 13:45:00,A 13:45:00,E 13:50:00,A 13:50:00,E 13:55:00,A 13:55:00,E 14:00:00,A 14:00:00,E 14:05:00,A 14:05:00,E 14:10:00,A 14:10:00,E 14:15:00,A 14:15:00,E 14:20:00,A 14:20:00,E 14:25:00,A 14:25:00,E 14:30:00,A 14:30:00,E 14:35:00,A 14:35:00,E 14:40:00,A 14:40:00,E 14:45:00,A 14:45:00,E 14:50:00,A 14:50:00,E 14:55:00,A 14:55:00,E 15:00:00,A 15:00:00,E 15:05:00,A 15:05:00,E 15:10:00,A 15:10:00,E 15:15:00,A 15:15:00,E 15:20:00,A 15:20:00,E 15:25:00,A 15:25:00,E 15:30:00,A 15:30:00,E 15:35:00,A 15:35:00,E 15:40:00,A 15:40:00,E 15:45:00,A 15:45:00,E 15:50:00,A 15:50:00,E 15:55:00,A 15:55:00,E 16:00:00,A 16:00:00,E 16:05:00,A 16:05:00,E 16:10:00,A 16:10:00,E 16:15:00,A 16:15:00,E 16:20:00,A 16:20:00,E 16:25:00,A 16:25:00,E 16:30:00,A 16:30:00,E 16:35:00,A 16:35:00,E 16:40:00,A 16:40:00,E 16:45:00,A 16:45:00,E 16:50:00,A 16:50:00,E 16:55:00,A 16:55:00,E 17:00:00,A 17:00:00,E 17:05:00,A 17:05:00,E 17:10:00,A 17:10:00,E 17:15:00,A 17:15:00,E 17:20:00,A 17:20:00,E 17:25:00,A 17:25:00,E 17:30:00,A 17:30:00,E 17:35:00,A 17:35:00,E 17:40:00,A 17:40:00,E 17:45:00,A 17:45:00,E 17:50:00,A 17:50:00,E 17:55:00,A 17:55:00,E 18:00:00,A 18:00:00,E 18:05:00,A 18:05:00,E 18:10:00,A 18:10:00,E 18:15:00,A 18:15:00,E 18:20:00,A 18:20:00,E 18:25:00,A 18:25:00,E 18:30:00,A 18:30:00,E 18:35:00,A 18:35:00,E 18:40:00,A 18:40:00,E 18:45:00,A 18:45:00,E 18:50:00,A 18:50:00,E 18:55:00,A 18:55:00,E 19:00:00,A 19:00:00,E 19:05:00,A 19:05:00,E 19:10:00,A 19:10:00,E 19:15:00,A 19:15:00,E 19:20:00,A 19:20:00,E 19:25:00,A 19:25:00,E 19:30:00,A 19:30:00,E 19:35:00,A 19:35:00,E 19:40:00,A 19:40:00,E 19:45:00,A 19:45:00,E 19:50:00,A 19:50:00,E 19:55:00,A 19:55:00,E 20:00:00,A 20:00:00,E 20:05:00,A 20:05:00,E 20:10:00,A 20:10:00,E 20:15:00,A 20:15:00,E 20:20:00,A 20:20:00,E 20:25:00,A 20:25:00,E 20:30:00,A 20:30:00,E 20:35:00,A 20:35:00,E 20:40:00,A 20:40:00,E 20:45:00,A 20:45:00,E 20:50:00,A 20:50:00,E 20:55:00,A 20:55:00,E 21:00:00,A 21:00:00,E 21:05:00,A 21:05:00,E 21:10:00,A 21:10:00,E 21:15:00,A 21:15:00,E 21:20:00,A 21:20:00,E 21:25:00,A 21:25:00,E 21:30:00,A 21:30:00,E 21:35:00,A 21:35:00,E 21:40:00,A 21:40:00,E 21:45:00,A 21:45:00,E 21:50:00,A 21:50:00,E 21:55:00,A 21:55:00,E 22:00:00,A 22:00:00,E 22:05:00,A 22:05:00,E 22:10:00,A 22:10:00,E 22:15:00,A 22:15:00,E 22:20:00,A 22:20:00,E 22:25:00,A 22:25:00,E 22:30:00,A 22:30:00,E 22:35:00,A 22:35:00,E 22:40:00,A 22:40:00,E 22:45:00,A 22:45:00,E 22:50:00,A 22:50:00,E 22:55:00,A 22:55:00,E 23:00:00,A 23:00:00,E 23:05:00,A 23:05:00,E 23:10:00,A 23:10:00,E 23:15:00,A 23:15:00,E 23:20:00,A 23:20:00,E 23:25:00,A 23:25:00,E 23:30:00,A 23:30:00,E 23:35:00,A 23:35:00,E 23:40:00,A 23:40:00,E 23:45:00,A 23:45:00,E 23:50:00,A 23:50:00,E 23:55:00,A 23:55:00
1/1/2021,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-0.12,122.3,0.64,123.16,1.4,124.03,2.15,124.9,2.89,125.78,3.62,126.67,4.35,127.57,5.06,128.47,5.77,129.38,6.47,130.3,7.16,131.23,7.84,132.16,8.51,133.11,9.17,134.06,9.81,135.03,10.45,136,11.08,136.98,11.69,137.98,12.29,138.98,12.89,139.99,13.46,141.01,14.03,142.04,14.58,143.08,15.12,144.14,15.65,145.2,16.16,146.27,16.66,147.35,17.14,148.44,17.61,149.54,18.06,150.65,18.5,151.77,18.92,152.9,19.33,154.04,19.72,155.19,20.09,156.35,20.45,157.51,20.79,158.69,21.11,159.87,21.42,161.06,21.7,162.26,21.97,163.47,22.22,164.68,22.45,165.9,22.66,167.12,22.86,168.35,23.03,169.59,23.19,170.83,23.32,172.07,23.44,173.32,23.53,174.57,23.61,175.82,23.67,177.07,23.7,178.33,23.72,179.59,23.72,180.84,23.69,182.1,23.65,183.36,23.59,184.61,23.51,185.86,23.4,187.11,23.28,188.36,23.14,189.6,22.98,190.84,22.8,192.07,22.6,193.3,22.38,194.52,22.14,195.74,21.89,196.95,21.61,198.15,21.32,199.35,21.01,200.54,20.69,201.72,20.34,202.89,19.98,204.05,19.6,205.21,19.21,206.35,18.79,207.49,18.37,208.62,17.92,209.73,17.47,210.84,16.99,211.94,16.5,213.03,16,214.11,15.49,215.18,14.96,216.23,14.41,217.28,13.85,218.32,13.28,219.35,12.7,220.37,12.11,221.38,11.5,222.38,10.88,223.37,10.25,224.34,9.61,225.32,8.96,226.28,8.3,227.23,7.63,228.17,6.95,229.11,6.25,230.03,5.55,230.95,4.84,231.86,4.12,232.76,3.4,233.65,2.66,234.54,1.91,235.42,1.16,236.29,0.4,237.15,-0.36,238.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1/2/2021,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-0.13,122.16,0.64,123.02,1.39,123.89,2.15,124.76,2.89,125.64,3.62,126.53,4.35,127.43,5.07,128.33,5.78,129.24,6.48,130.16,7.17,131.09,7.85,132.02,8.52,132.97,9.18,133.92,9.83,134.89,10.47,135.86,11.09,136.84,11.71,137.84,12.31,138.84,12.91,139.85,13.49,140.87,14.06,141.9,14.61,142.94,15.15,143.99,15.68,145.05,16.19,146.13,16.69,147.21,17.18,148.3,17.65,149.4,18.1,150.51,18.54,151.63,18.97,152.76,19.38,153.9,19.77,155.05,20.14,156.21,20.5,157.38,20.84,158.55,21.17,159.73,21.47,160.93,21.76,162.13,22.03,163.33,22.29,164.54,22.52,165.76,22.73,166.99,22.93,168.22,23.1,169.46,23.26,170.7,23.4,171.94,23.52,173.19,23.62,174.44,23.69,175.7,23.75,176.95,23.79,178.21,23.81,179.47,23.81,180.73,23.79,181.99,23.75,183.24,23.69,184.5,23.6,185.75,23.5,187,23.38,188.25,23.24,189.5,23.08,190.74,22.91,191.97,22.71,193.2,22.49,194.43,22.26,195.65,22,196.86,21.73,198.06,21.44,199.26,21.13,200.45,20.8,201.64,20.46,202.81,20.1,203.98,19.72,205.13,19.33,206.28,18.92,207.42,18.49,208.55,18.05,209.67,17.59,210.78,17.12,211.88,16.63,212.97,16.13,214.05,15.62,215.12,15.09,216.18,14.54,217.23,13.99,218.27,13.42,219.3,12.84,220.32,12.24,221.33,11.64,222.33,11.02,223.32,10.39,224.31,9.75,225.28,9.1,226.24,8.44,227.19,7.76,228.14,7.08,229.07,6.39,230,5.69,230.92,4.98,231.83,4.26,232.73,3.53,233.63,2.8,234.52,2.05,235.4,1.3,236.27,0.54,237.13,-0.22,237.99,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1/3/2021,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-0.13,122.02,0.64,122.88,1.4,123.75,2.15,124.62,2.89,125.5,3.63,126.39,4.36,127.28,5.08,128.18,5.79,129.1,6.49,130.02,7.18,130.94,7.86,131.88,8.53,132.83,9.2,133.78,9.85,134.74,10.49,135.72,11.12,136.7,11.74,137.69,12.34,138.69,12.94,139.7,13.52,140.73,14.09,141.76,14.64,142.8,15.19,143.85,15.72,144.91,16.23,145.98,16.74,147.06,17.22,148.16,17.7,149.26,18.15,150.37,18.59,151.49,19.02,152.62,19.43,153.76,19.83,154.91,20.2,156.07,20.56,157.24,20.91,158.41,21.23,159.6,21.54,160.79,21.83,161.99,22.1,163.2,22.36,164.41,22.59,165.63,22.81,166.86,23.01,168.09,23.19,169.33,23.34,170.57,23.48,171.82,23.6,173.07,23.7,174.32,23.79,175.57,23.85,176.83,23.89,178.09,23.91,179.35,23.91,180.61,23.89,181.87,23.85,183.13,23.79,184.39,23.71,185.65,23.61,186.9,23.49,188.15,23.35,189.4,23.2,190.64,23.02,191.88,22.82,193.11,22.61,194.34,22.37,195.56,22.12,196.77,21.85,197.98,21.56,199.18,21.25,200.37,20.93,201.56,20.59,202.73,20.23,203.9,19.85,205.06,19.46,206.21,19.05,207.35,18.62,208.48,18.18,209.61,17.73,210.72,17.25,211.82,16.77,212.91,16.27,214,15.75,215.07,15.22,216.13,14.68,217.18,14.12,218.22,13.56,219.26,12.97,220.28,12.38,221.29,11.78,222.29,11.16,223.29,10.53,224.27,9.89,225.24,9.24,226.21,8.58,227.16,7.91,228.11,7.22,229.05,6.53,229.98,5.83,230.9,5.12,231.81,4.4,232.71,3.68,233.61,2.94,234.5,2.2,235.38,1.45,236.25,0.69,237.12,-0.08,237.98,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1/4/2021,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-0.12,121.87,0.65,122.73,1.41,123.6,2.16,124.47,2.91,125.35,3.64,126.24,4.37,127.13,5.09,128.04,5.81,128.95,6.51,129.87,7.2,130.8,7.89,131.73,8.56,132.68,9.22,133.63,9.88,134.6,10.52,135.57,11.15,136.55,11.77,137.54,12.38,138.55,12.97,139.56,13.56,140.58,14.13,141.61,14.69,142.65,15.23,143.7,15.76,144.76,16.28,145.84,16.78,146.92,17.27,148.01,17.75,149.11,18.21,150.22,18.65,151.35,19.08,152.48,19.49,153.62,19.89,154.77,20.27,155.93,20.63,157.1,20.98,158.27,21.3,159.46,21.62,160.65,21.91,161.85,22.18,163.06,22.44,164.28,22.68,165.5,22.89,166.73,23.09,167.96,23.27,169.2,23.44,170.44,23.58,171.69,23.7,172.94,23.8,174.2,23.88,175.45,23.95,176.71,23.99,177.97,24.01,179.24,24.01,180.5,24,181.76,23.96,183.02,23.9,184.28,23.82,185.54,23.73,186.8,23.61,188.05,23.47,189.3,23.32,190.54,23.14,191.78,22.95,193.02,22.73,194.25,22.5,195.47,22.25,196.69,21.98,197.9,21.69,199.1,21.38,200.3,21.06,201.48,20.72,202.66,20.36,203.83,19.98,204.99,19.59,206.15,19.18,207.29,18.76,208.42,18.32,209.55,17.86,210.66,17.39,211.77,16.91,212.86,16.41,213.95,15.89,215.02,15.36,216.09,14.82,217.14,14.27,218.18,13.7,219.22,13.12,220.24,12.53,221.26,11.92,222.26,11.3,223.26,10.68,224.24,10.04,225.22,9.39,226.18,8.72,227.14,8.05,228.09,7.37,229.03,6.68,229.96,5.98,230.88,5.27,231.79,4.55,232.7,3.83,233.6,3.09,234.49,2.35,235.37,1.6,236.24,0.84,237.11,0.07,237.97,-0.7,238.83,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1/5/2021,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-0.11,121.72,0.66,122.58,1.42,123.45,2.18,124.32,2.92,125.2,3.66,126.09,4.39,126.98,5.12,127.89,5.83,128.8,6.53,129.72,7.23,130.65,7.91,131.58,8.59,132.53,9.26,133.48,9.91,134.45,10.55,135.42,11.19,136.4,11.81,137.39,12.42,138.4,13.02,139.41,13.6,140.43,14.17,141.46,14.74,142.5,15.28,143.55,15.82,144.62,16.34,145.69,16.84,146.77,17.33,147.86,17.81,148.97,18.27,150.08,18.72,151.2,19.15,152.33,19.56,153.47,19.96,154.62,20.34,155.78,20.71,156.95,21.05,158.13,21.38,159.32,21.7,160.51,21.99,161.71,22.27,162.92,22.53,164.14,22.77,165.36,22.99,166.59,23.19,167.83,23.37,169.07,23.53,170.31,23.68,171.56,23.8,172.82,23.91,174.07,23.99,175.33,24.05,176.59,24.1,177.86,24.12,179.12,24.13,180.39,24.11,181.65,24.08,182.91,24.02,184.18,23.94,185.44,23.85,186.69,23.73,187.95,23.6,189.2,23.44,190.45,23.27,191.69,23.08,192.93,22.86,194.16,22.63,195.39,22.38,196.61,22.11,197.82,21.83,199.02,21.52,200.22,21.2,201.41,20.86,202.59,20.5,203.77,20.13,204.93,19.73,206.09,19.33,207.23,18.9,208.37,18.46,209.49,18.01,210.61,17.54,211.72,17.05,212.82,16.55,213.9,16.04,214.98,15.51,216.05,14.97,217.1,14.42,218.15,13.85,219.18,13.27,220.21,12.68,221.23,12.07,222.23,11.46,223.23,10.83,224.22,10.19,225.2,9.54,226.16,8.88,227.12,8.21,228.07,7.53,229.01,6.83,229.94,6.13,230.87,5.42,231.78,4.71,232.69,3.98,233.59,3.24,234.48,2.5,235.36,1.75,236.24,0.99,237.11,0.22,237.97,-0.55,238.83,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
